23_res.png,0.41818357
63_res.png,0.44747868
10_res.png,0.42551842
97_res.png,0.4218978
44_res.png,0.44121516
40_res.png,0.43904513
51_res.png,0.36933187
30_res.png,0.40888944
41_res.png,0.40708622
66_res.png,0.48183072
65_res.png,0.46918678
67_res.png,0.3756244
43_res.png,0.38337636
3_res.png,0.35796154
73_res.png,0.39930868
9_res.png,0.35650656
92_res.png,0.37356243
85_res.png,0.42755392
59_res.png,0.45234817
35_res.png,0.3396916
75_res.png,0.447427
22_res.png,0.37166262
68_res.png,0.37100947
26_res.png,0.3628731
16_res.png,0.484071
42_res.png,0.4119204
74_res.png,0.37508434
53_res.png,0.42685288
48_res.png,0.38608295
84_res.png,0.47390446
86_res.png,0.42990106
71_res.png,0.44541374
64_res.png,0.42035934
45_res.png,0.42298537
78_res.png,0.4627456
80_res.png,0.38286862
12_res.png,0.39215577
34_res.png,0.4087839
99_res.png,0.47858942
91_res.png,0.39070052
2_res.png,0.44690856
57_res.png,0.3545293
20_res.png,0.40975696
14_res.png,0.38731372
50_res.png,0.4168568
39_res.png,0.4253662
33_res.png,0.45407385
4_res.png,0.45770243
27_res.png,0.45108518
1_res.png,0.40665582
6_res.png,0.4658369
24_res.png,0.45010132
38_res.png,0.43782353
15_res.png,0.37544283
11_res.png,0.45155683
46_res.png,0.43554366
5_res.png,0.4054113
81_res.png,0.3841109
17_res.png,0.46988225
47_res.png,0.40685153
82_res.png,0.39420888
60_res.png,0.44477397
96_res.png,0.42793027
21_res.png,0.39530617
58_res.png,0.43871263
32_res.png,0.37346637
88_res.png,0.45881054
89_res.png,0.4005621
70_res.png,0.4344448
69_res.png,0.48355997
29_res.png,0.462128
61_res.png,0.39179853
77_res.png,0.43102756
36_res.png,0.47305647
72_res.png,0.49528822
56_res.png,0.43789762
87_res.png,0.33493876
54_res.png,0.45056686
55_res.png,0.40436572
79_res.png,0.40872005
90_res.png,0.4928951
76_res.png,0.42067185
94_res.png,0.43186525
49_res.png,0.3909966
13_res.png,0.38353562
37_res.png,0.3999518
28_res.png,0.3948986
31_res.png,0.35549325
7_res.png,0.3978328
93_res.png,0.37675548
52_res.png,0.40781805
95_res.png,0.48382145
62_res.png,0.4341913
25_res.png,0.40863138
98_res.png,0.4370508
0_res.png,0.42688984
8_res.png,0.39244226
18_res.png,0.3906308
83_res.png,0.42567196
19_res.png,0.37118343
